location,condition,Listed_date,Listed_time,drive,fuel,lat,long,odometer,paint color,price,size,title status,transmission,type,year make model,cylinders,year,make,re_model,MODELS
dallas,good,30-05-2022,09;28,rwd,gas,33.04,-96.98,74892,white,24990,,clean,automatic,sedan,2014 BMW 3 Series 335i Sedan 4D,,2014,BMW,BMW 3 Series 335i Sedan 4D,3 Series 335i Sedan 4D
dallas,excellent,30-05-2022,09;28,,gas,32.958514,-96.730124,81992,black,24995,mid-size,clean,automatic,sedan,2016 Mercedes Benz C300 Luxury 4Matic,4,2016,Mercedes,Mercedes Benz C300 Luxury 4Matic,Benz C300 Luxury 4Matic
dallas,excellent,30-05-2022,09;27,fwd,gas,32.958514,-96.730124,62541,black,19995,mid-size,clean,automatic,SUV,2016 Mazda CX5 Grand Touring,4,2016,Mazda,Mazda CX5 Grand Touring,CX5 Grand Touring
dallas,good,30-05-2022,09;27,,gas,33.0107,-96.5564,116000,black,5250,compact,clean,automatic,convertible,1993 toyota celica gt convertible,4,1993,toyota,toyota celica gt convertible,celica gt convertible
dallas,excellent,30-05-2022,09;26,fwd,gas,32.958514,-96.730124,85200,black,14995,mid-size,clean,automatic,sedan,2013 Mercedes Benz C250 Sport RWD,4,2013,Mercedes,Mercedes Benz C250 Sport RWD,Benz C250 Sport RWD
dallas,excellent,30-05-2022,09;25,4wd,gas,32.958514,-96.730124,99326,white,17995,mid-size,clean,automatic,SUV,2014 Jeep Grand Cherokee 4WD Laredo,6,2014,Jeep,Jeep Grand Cherokee 4WD Laredo,Grand Cherokee 4WD Laredo
dallas,excellent,30-05-2022,09;25,fwd,gas,32.958514,-96.730124,88911,silver,13295,mid-size,clean,automatic,sedan,2016 Chevrolet Cruze Limited,4,2016,Chevrolet,Chevrolet Cruze Limited,Cruze Limited
dallas,excellent,30-05-2022,09;24,4wd,gas,32.958514,-96.730124,121948,black,38995,,clean,automatic,truck,2018 Ford F-150 4WD Limited,6,2018,Ford,Ford F-150 4WD Limited,F-150 4WD Limited
dallas,good,30-05-2022,09;24,,gas,32.9907,-96.57,145000,silver,5350,,clean,automatic,sedan,2014 ford fiesta se,4,2014,Ford,ford fiesta se,fiesta se
dallas,excellent,30-05-2022,09;23,,gas,32.958514,-96.730124,79317,black,23995,full-size,clean,automatic,SUV,2013 Audi Q7 Quattro 3.0T S Prestige,6,2013,Audi,Audi Q7 Quattro 3.0T S Prestige,Q7 Quattro 3.0T S Prestige
dallas,excellent,30-05-2022,09;22,4wd,gas,32.958514,-96.730124,74032,black,37995,,clean,automatic,truck,2018 Chevrolet Silverado 1500 4WD Z71,8,2018,Chevrolet,Chevrolet Silverado 1500 4WD Z71,Silverado 1500 4WD Z71
dallas,excellent,30-05-2022,09;22,rwd,gas,34.7385,-97.2195,170001,silver,10800,full-size,clean,automatic,SUV,2011 gmc yukon xl sle 1500,8,2011,gmc,gmc yukon xl sle 1500,yukon xl sle 1500
dallas,excellent,30-05-2022,09;22,4wd,diesel,32.958514,-96.730124,48902,black,62495,,clean,automatic,truck,2017 RAM 3500 4WD Laramie,8,2017,RAM,RAM 3500 4WD Laramie,3500 4WD Laramie
dallas,good,30-05-2022,09;21,4wd,gas,32.75,-97.33,46046,red,39990,,clean,automatic,other,2017 Ford Expedition Limited Sport,6,2017,Ford,Ford Expedition Limited Sport,Expedition Limited Sport
dallas,good,30-05-2022,09;21,,gas,32.75,-97.33,59137,black,35990,,clean,automatic,coupe,2016 Mercedes-Benz CLS-Class CLS 400,6,2016,Mercedes-Benz,Mercedes-Benz CLS-Class CLS 400,CLS-Class CLS 400
dallas,,30-05-2022,09;21,4wd,other,32.95296,-96.832689,59406,white,58695,,clean,automatic,pickup,2019 RAM 2500,,2019,RAM,RAM 2500,2500
dallas,good,30-05-2022,09;21,4wd,gas,32.75,-97.33,34563,,31990,,clean,automatic,other,2015 Land Rover Range Evoque Pure,,2015,Land,Land Rover Range Evoque Pure,Rover Range Evoque Pure
dallas,good,30-05-2022,09;21,fwd,gas,32.75,-97.33,58945,blue,29990,,clean,automatic,other,2019 Volkswagen Atlas SE w/Tech Pkg,6,2019,Volkswagen,Volkswagen Atlas SE w/Tech Pkg,Atlas SE w/Tech Pkg
dallas,like new,30-05-2022,09;20,4wd,diesel,34.7385,-97.2195,81159,red,69800,full-size,clean,automatic,truck,2019 FORD F-350 LARIAT DRW FX4,8,2019,Ford,FORD F-350 LARIAT DRW FX4,F-350 LARIAT DRW FX4
dallas,,30-05-2022,09;19,rwd,gas,32.840011,-97.225295,101961,black,15291,mid-size,clean,automatic,sedan,2014 BMW 3 Series,4,2014,BMW,BMW 3 Series,3 Series
dallas,excellent,30-05-2022,09;17,fwd,gas,33.011122,-96.693885,53870,white,13995,mid-size,clean,automatic,sedan,2016 Chevrolet Cruze LT,4,2016,Chevrolet,Chevrolet Cruze LT,Cruze LT
dallas,excellent,30-05-2022,09;16,rwd,gas,33.011122,-96.693885,299068,,10995,,clean,automatic,truck,2004 Dodge Ram 3500 2WD SLT,6,2004,Dodge,Dodge Ram 3500 2WD SLT,Ram 3500 2WD SLT
dallas,excellent,30-05-2022,09;15,rwd,gas,33.011122,-96.693885,75540,black,24995,mid-size,clean,automatic,sedan,2014 BMW 335i RWD,6,2014,BMW,BMW 335i RWD,335i RWD
dallas,like new,30-05-2022,09;15,rwd,gas,34.7385,-97.2195,35103,white,47800,full-size,clean,automatic,van,2019 FORD TRANSIT VAN,6,2019,Ford,FORD TRANSIT VAN,TRANSIT VAN
dallas,excellent,30-05-2022,09;14,4wd,diesel,33.011122,-96.693885,159830,white,37695,,clean,automatic,truck,2013 Ford F-250 4WD Lariat,8,2013,Ford,Ford F-250 4WD Lariat,F-250 4WD Lariat
dallas,excellent,30-05-2022,09;13,fwd,gas,33.011122,-96.693885,95930,white,20995,mid-size,clean,automatic,SUV,2016 Mazda CX-5 Grand Touring,4,2016,Mazda,Mazda CX-5 Grand Touring,CX-5 Grand Touring
dallas,like new,30-05-2022,09;12,4wd,gas,32.77324,-97.391202,29900,grey,49000,mid-size,clean,automatic,SUV,2020 jeep wrangler,4,2020,jeep,jeep wrangler,wrangler
dallas,excellent,30-05-2022,09;12,fwd,gas,33.011122,-96.693885,88109,red,14995,mid-size,clean,automatic,SUV,2017 Mitsubishi Outlander ES,4,2017,Mitsubishi,Mitsubishi Outlander ES,Outlander ES
dallas,good,30-05-2022,09;11,,gas,32.69,-97.12,6372,white,41990,,clean,automatic,wagon,2021 Subaru Outback Limited XT Wagon,,2021,Subaru,Subaru Outback Limited XT Wagon,Outback Limited XT Wagon
dallas,,30-05-2022,09;11,fwd,gas,33.034224,-96.811608,45429,white,32429,mid-size,clean,automatic,SUV,2018 Cadillac XT5,6,2018,Cadillac,Cadillac XT5,XT5
dallas,excellent,30-05-2022,09;11,4wd,gas,33.011122,-96.693885,120784,black,30995,,clean,automatic,truck,2015 Ford F-150 4WD Lariat,6,2015,Ford,Ford F-150 4WD Lariat,F-150 4WD Lariat
dallas,excellent,30-05-2022,09;10,fwd,gas,33.011122,-96.693885,94645,black,14995,compact,clean,automatic,SUV,2015 Jeep Patriot Latitude,4,2015,Jeep,Jeep Patriot Latitude,Patriot Latitude
dallas,good,30-05-2022,09;09,fwd,gas,32.69,-97.12,2034,silver,38990,,clean,automatic,other,2020 Lexus UX 200 Sport Utility 4D,,2020,Lexus,Lexus UX 200 Sport Utility 4D,UX 200 Sport Utility 4D
dallas,good,30-05-2022,09;09,fwd,gas,32.69,-97.12,18322,,32590,,clean,other,hatchback,2019 MINI Countryman Cooper S,,2019,MINI,MINI Countryman Cooper S,Countryman Cooper S
dallas,good,30-05-2022,09;09,,gas,32.69,-97.12,81332,white,23590,,clean,automatic,other,2012 Mercedes-Benz M-Class ML 350,6,2012,Mercedes-Benz,Mercedes-Benz M-Class ML 350,M-Class ML 350
dallas,good,30-05-2022,09;09,fwd,gas,33.04,-96.98,38803,red,19990,,clean,automatic,hatchback,2013 MINI Hardtop Cooper S Hatchback,,2013,MINI,MINI Hardtop Cooper S Hatchback,Hardtop Cooper S Hatchback
dallas,good,30-05-2022,09;09,fwd,gas,33.04,-96.98,5663,,47990,,clean,other,other,2020 Acura MDX Technology Pkg Sport,6,2020,Acura,Acura MDX Technology Pkg Sport,MDX Technology Pkg Sport
dallas,excellent,30-05-2022,09;08,fwd,gas,33.011122,-96.693885,53019,silver,17495,mid-size,clean,automatic,sedan,2019 Chevrolet Cruze LT,4,2019,Chevrolet,Chevrolet Cruze LT,Cruze LT
dallas,good,30-05-2022,09;05,fwd,hybrid,33.04,-96.98,95713,white,18990,,clean,automatic,hatchback,2012 Lexus CT 200h Hatchback 4D,,2012,Lexus,Lexus CT 200h Hatchback 4D,CT 200h Hatchback 4D
dallas,,30-05-2022,09;07,fwd,gas,32.975361,-97.310486,113394,orange,15551,full-size,clean,automatic,sedan,2015 Hyundai SONATA,4,2015,Hyundai,Hyundai SONATA,SONATA
dallas,excellent,30-05-2022,09;07,4wd,gas,33.011122,-96.693885,137069,white,23995,,clean,automatic,truck,2016 Chevrolet Colorado 4WD Z71,6,2016,Chevrolet,Chevrolet Colorado 4WD Z71,Colorado 4WD Z71
dallas,excellent,30-05-2022,09;04,,gas,33.044247,-96.945341,147000,black,7990,,clean,automatic,,2009 mercedes-benz cls550,8,2009,mercedes-benz,mercedes-benz cls550,cls550
dallas,fair,30-05-2022,09;03,rwd,gas,32.69,-96.9177,73500,,3000,,clean,manual,coupe,1965 vw beetle,4,1965,vw,vw beetle,beetle
dallas,,30-05-2022,09;01,rwd,gas,26.1579,-81.766548,2077,silver,94900,,clean,manual,coupe,2011 Chevrolet Corvette ZR1,8,2011,Chevrolet,Chevrolet Corvette ZR1,Corvette ZR1
dallas,excellent,30-05-2022,09;01,4wd,gas,30.4521,-97.7688,140040,white,49900,full-size,clean,automatic,pickup,2019 ford f-350 crewcab lariat 4x4,8,2019,Ford,ford f-350 crewcab lariat 4x4,f-350 crewcab lariat 4x4
dallas,excellent,30-05-2022,09;00,4wd,gas,30.4521,-97.7688,53164,white,53900,full-size,clean,automatic,pickup,2020 Ram 1500 4X4 Rebel,8,2020,Ram,Ram 1500 4X4 Rebel,1500 4X4 Rebel
dallas,,30-05-2022,09;00,,gas,45.4208,-122.63372,41238,,28995,,clean,automatic,,2017 KIA SPORTAGE AWD LX 4 CYLINDER,,2017,KIA,KIA SPORTAGE AWD LX 4 CYLINDER,SPORTAGE AWD LX 4 CYLINDER
dallas,good,30-05-2022,08;57,,gas,33.044276,-96.947401,127000,blue,8990,,clean,automatic,,2000 chevrolet corvette,8,2000,chevrolet,chevrolet corvette,corvette
dallas,good,30-05-2022,08;55,,gas,32.7678,-96.6082,170000,,7800,,clean,automatic,,2008 chevrolet silverado,8,2008,chevrolet,chevrolet silverado,silverado
dallas,,30-05-2022,08;52,,gas,33.367635,-96.962939,174051,silver,32857,,clean,automatic,truck,2012 Ram 3500,,2012,Ram,Ram 3500,3500
dallas,good,30-05-2022,08;46,fwd,gas,32.85,-96.96,51726,,15990,,clean,automatic,sedan,2013 MAZDA MAZDA3 i SV Sedan 4D,,2013,MAZDA,MAZDA MAZDA3 i SV Sedan 4D,MAZDA3 i SV Sedan 4D
dallas,excellent,30-05-2022,08;45,,gas,36.434187,-99.43055,163255,,20680,,clean,automatic,pickup,2018 GMC Sierra 1500,,2018,GMC,GMC Sierra 1500,Sierra 1500
dallas,excellent,30-05-2022,08;45,4wd,gas,36.434187,-99.43055,87991,,15860,,clean,automatic,SUV,2016 Ford Escape,,2016,Ford,Ford Escape,Escape
dallas,excellent,30-05-2022,08;45,fwd,gas,36.434187,-99.43055,134186,black,9998,,clean,automatic,mini-van,2016 Dodge Grand Caravan,,2016,Dodge,Dodge Grand Caravan,Grand Caravan
dallas,excellent,30-05-2022,08;45,,gas,32.7678,-96.6082,160000,,7800,,clean,automatic,,2008 chevrolet tahoe,6,2008,chevrolet,chevrolet tahoe,tahoe
dallas,,30-05-2022,08;45,fwd,gas,33.136222,-97.082116,22562,silver,27977,,clean,automatic,,2020 Nissan Rogue,,2020,Nissan,Nissan Rogue,Rogue
dallas,good,30-05-2022,08;44,fwd,gas,33.014262,-96.829205,120344,brown,5600,mid-size,clean,manual,SUV,2004 honda cr-v,4,2004,honda,honda cr-v,cr-v
dallas,good,30-05-2022,08;39,rwd,electric,32.69,-97.12,32799,silver,18990,,clean,other,hatchback,2014 BMW i3 Hatchback 4D,,2014,BMW,BMW i3 Hatchback 4D,i3 Hatchback 4D
dallas,,30-05-2022,08;41,,gas,32.7246,-94.9714,235000,,21500,,clean,automatic,,2007 toyota tacoma 4x4,,2007,toyota,toyota tacoma 4x4,tacoma 4x4
dallas,good,30-05-2022,08;40,rwd,gas,32.69,-97.12,11916,silver,36990,,clean,other,pickup,2020 Toyota Tacoma Double Cab SR5,6,2020,Toyota,Toyota Tacoma Double Cab SR5,Tacoma Double Cab SR5
dallas,good,30-05-2022,08;37,rwd,gas,32.69,-97.12,65518,blue,22990,,clean,automatic,sedan,2013 BMW 3 Series 335i Sedan 4D,,2013,BMW,BMW 3 Series 335i Sedan 4D,3 Series 335i Sedan 4D
dallas,good,30-05-2022,08;37,,gas,32.69,-97.12,77674,black,23990,,clean,automatic,other,2012 Mercedes-Benz M-Class ML 350,6,2012,Mercedes-Benz,Mercedes-Benz M-Class ML 350,M-Class ML 350
dallas,excellent,30-05-2022,08;35,,gas,32.7678,-96.6082,151000,,7800,,clean,automatic,,2009 chevrolet silverado,8,2009,chevrolet,chevrolet silverado,silverado
dallas,,30-05-2022,08;34,4wd,gas,32.691147,-97.262625,7514,white,38459,compact,clean,automatic,pickup,2020 Honda Ridgeline,6,2020,Honda,Honda Ridgeline,Ridgeline
dallas,,30-05-2022,08;33,,gas,32.7392,-97.3852,42001,,100,,clean,automatic,,2014 ford f-150,,2014,ford,ford f-150,f-150
dallas,,30-05-2022,08;32,fwd,gas,32.56105,-97.32079,62484,black,18358,,clean,other,SUV,2017 Jeep Compass,4,2017,Jeep,Jeep Compass,Compass
dallas,,30-05-2022,08;31,fwd,gas,32.56105,-97.32079,74789,,26799,,clean,automatic,SUV,2017 Ford Explorer,6,2017,Ford,Ford Explorer,Explorer
dallas,,30-05-2022,08;31,fwd,gas,32.56105,-97.32079,65381,black,29994,,clean,automatic,sedan,2019 Honda Accord,4,2019,Honda,Honda Accord,Accord
dallas,good,30-05-2022,08;29,fwd,gas,33.04,-96.98,43711,silver,15990,,clean,automatic,hatchback,2013 Hyundai Elantra GT Hatchback 4D,,2013,Hyundai,Hyundai Elantra GT Hatchback 4D,Elantra GT Hatchback 4D
dallas,good,30-05-2022,08;29,,gas,33.04,-96.98,52312,red,21590,,clean,other,other,2013 Toyota RAV4 LE Sport Utility 4D,,2013,Toyota,Toyota RAV4 LE Sport Utility 4D,RAV4 LE Sport Utility 4D
dallas,good,30-05-2022,08;27,4wd,gas,33.04,-96.98,101587,white,24990,,clean,other,pickup,2010 Toyota Tundra Double Cab Pickup,8,2010,Toyota,Toyota Tundra Double Cab Pickup,Tundra Double Cab Pickup
dallas,,30-05-2022,08;27,fwd,gas,32.84831,-96.825474,26290,black,24991,compact,clean,automatic,sedan,2019 Volkswagen Jetta,4,2019,Volkswagen,Volkswagen Jetta,Jetta
dallas,good,30-05-2022,08;26,fwd,gas,32.75,-97.33,26483,black,18590,,clean,automatic,sedan,2015 Ford Fusion S Sedan 4D,,2015,Ford,Ford Fusion S Sedan 4D,Fusion S Sedan 4D
dallas,good,30-05-2022,08;25,fwd,gas,32.75,-97.33,52554,,16990,,clean,automatic,hatchback,2013 Hyundai Elantra GT Hatchback 4D,,2013,Hyundai,Hyundai Elantra GT Hatchback 4D,Elantra GT Hatchback 4D
dallas,,30-05-2022,08;23,rwd,gas,33.034224,-96.811608,51088,black,51995,sub-compact,clean,manual,coupe,2006 Porsche 911,6,2006,Porsche,Porsche 911,911
dallas,,30-05-2022,08;19,fwd,gas,32.84831,-96.825474,84709,blue,14991,full-size,clean,automatic,SUV,2013 Hyundai SANTA FE,6,2013,Hyundai,Hyundai SANTA FE,SANTA FE
dallas,,30-05-2022,08;16,rwd,gas,32.840011,-97.225295,135843,silver,20429,compact,clean,automatic,sedan,2014 Lexus IS 350,6,2014,Lexus,Lexus IS 350,IS 350
dallas,good,30-05-2022,08;13,rwd,gas,32.85,-96.96,61977,,28990,,clean,automatic,coupe,2012 BMW 6 Series 640i Coupe 2D,,2012,BMW,BMW 6 Series 640i Coupe 2D,6 Series 640i Coupe 2D
dallas,good,30-05-2022,08;12,fwd,gas,32.85,-96.96,58546,,17590,,clean,automatic,hatchback,2014 MAZDA MAZDA3 i Sport Hatchback,,2014,MAZDA,MAZDA MAZDA3 i Sport Hatchback,MAZDA3 i Sport Hatchback
dallas,good,30-05-2022,08;12,fwd,diesel,32.85,-96.96,39955,silver,18590,,clean,automatic,sedan,2013 Volkswagen Jetta 2.0L TDI Sedan,,2013,Volkswagen,Volkswagen Jetta 2.0L TDI Sedan,Jetta 2.0L TDI Sedan
dallas,,30-05-2022,08;09,fwd,gas,32.840011,-97.225295,62113,black,22391,compact,clean,automatic,SUV,2019 Jeep Cherokee,4,2019,Jeep,Jeep Cherokee,Cherokee
dallas,good,30-05-2022,08;01,4wd,diesel,32.5636,-97.1379,188900,silver,32250,,clean,automatic,truck,2017 Ram 2500 Laramie,,2017,Ram,Ram 2500 Laramie,2500 Laramie
dallas,,30-05-2022,08;01,fwd,gas,32.840011,-97.225295,57345,black,21391,compact,clean,automatic,sedan,2019 Volkswagen Jetta,4,2019,Volkswagen,Volkswagen Jetta,Jetta
dallas,,30-05-2022,07;57,4wd,gas,32.975361,-97.310486,116794,custom,27315,full-size,clean,automatic,pickup,2015 Ram Ram Pickup 1500,8,2015,Ram,Ram Ram Pickup 1500,Ram Pickup 1500
dallas,,30-05-2022,07;53,4wd,gas,32.840011,-97.225295,20619,blue,24991,compact,clean,automatic,SUV,2020 Jeep Compass,4,2020,Jeep,Jeep Compass,Compass
dallas,good,30-05-2022,07;50,,gas,33.04,-96.98,47280,blue,27990,,clean,automatic,wagon,2014 Audi allroad Premium Plus Wagon,,2014,Audi,Audi allroad Premium Plus Wagon,allroad Premium Plus Wagon
dallas,,30-05-2022,07;46,rwd,gas,32.840011,-97.225295,144204,custom,12997,full-size,clean,automatic,SUV,2012 Ford Expedition,8,2012,Ford,Ford Expedition,Expedition
dallas,,30-05-2022,07;43,4wd,gas,32.975361,-97.310486,51233,yellow,46557,mid-size,clean,automatic,SUV,2018 Jeep Wrangler Unlimited,6,2018,Jeep,Jeep Wrangler Unlimited,Wrangler Unlimited
dallas,good,30-05-2022,07;42,fwd,gas,32.85,-96.96,32901,blue,18990,,clean,automatic,sedan,2013 Volkswagen CC Sport Sedan 4D,,2013,Volkswagen,Volkswagen CC Sport Sedan 4D,CC Sport Sedan 4D
dallas,excellent,30-05-2022,07;38,,gas,32.84,-97.225,98000,,18500,,lien,automatic,,2011 land rover range rover,,2011,land,land rover range rover,rover range rover
dallas,,30-05-2022,07;33,,diesel,32.950487,-96.559181,289000,,8900,,clean,manual,,1999 dodge ram 2500,,1999,dodge,dodge ram 2500,ram 2500
dallas,,30-05-2022,07;32,rwd,gas,32.84831,-96.825474,41598,silver,36995,mid-size,clean,automatic,sedan,2018 BMW 5 Series,4,2018,BMW,BMW 5 Series,5 Series
dallas,good,30-05-2022,07;31,4wd,gas,32.6889,-97.1905,181042,black,3200,full-size,clean,automatic,SUV,2006 chevrolet trailblazer,6,2006,chevrolet,chevrolet trailblazer,trailblazer
dallas,good,30-05-2022,07;19,fwd,gas,33.04,-96.98,41170,black,17590,,clean,automatic,sedan,2013 Volkswagen CC Sport Sedan 4D,,2013,Volkswagen,Volkswagen CC Sport Sedan 4D,CC Sport Sedan 4D
dallas,,30-05-2022,07;17,rwd,gas,32.975361,-97.310486,238037,white,9988,full-size,clean,automatic,pickup,2009 Ford F-150,8,2009,Ford,Ford F-150,F-150
dallas,good,30-05-2022,07;15,4wd,gas,32.85,-96.96,13576,white,46590,,clean,other,other,2021 Toyota 4Runner Trail Special,6,2021,Toyota,Toyota 4Runner Trail Special,4Runner Trail Special
dallas,good,30-05-2022,07;13,fwd,diesel,32.69,-97.12,53955,white,19990,,clean,automatic,wagon,2013 Volkswagen Jetta SportWagen 2.0L,,2013,Volkswagen,Volkswagen Jetta SportWagen 2.0L,Jetta SportWagen 2.0L
dallas,,30-05-2022,07;06,fwd,gas,32.840011,-97.225295,87175,grey,20598,mid-size,clean,automatic,sedan,2017 Nissan Maxima,6,2017,Nissan,Nissan Maxima,Maxima
dallas,,30-05-2022,07;02,4wd,gas,32.662513,-97.164024,58549,blue,23530,mid-size,clean,automatic,wagon,2020 Nissan Rogue,4,2020,Nissan,Nissan Rogue,Rogue
dallas,good,30-05-2022,06;54,fwd,hybrid,32.79,-96.76,43655,,22590,,clean,automatic,wagon,2018 Ford C-MAX Hybrid SE Wagon 4D,,2018,Ford,Ford C-MAX Hybrid SE Wagon 4D,C-MAX Hybrid SE Wagon 4D
dallas,good,30-05-2022,06;54,,gas,32.79,-96.76,42961,red,31990,,clean,automatic,sedan,2015 Volkswagen Golf R Hatchback,,2015,Volkswagen,Volkswagen Golf R Hatchback,Golf R Hatchback
dallas,good,30-05-2022,06;54,fwd,hybrid,32.79,-96.76,100760,,18990,,clean,automatic,hatchback,2015 Toyota Prius c Two Hatchback 4D,,2015,Toyota,Toyota Prius c Two Hatchback 4D,Prius c Two Hatchback 4D
dallas,good,30-05-2022,06;54,fwd,gas,32.79,-96.76,104204,black,16990,,clean,other,hatchback,2013 Ford Focus ST Hatchback 4D,,2013,Ford,Ford Focus ST Hatchback 4D,Focus ST Hatchback 4D
dallas,good,30-05-2022,06;41,4wd,gas,32.6783,-97.1351,94000,black,8999,compact,clean,automatic,sedan,2014 ford taurus,6,2014,Ford,ford taurus,taurus
dallas,,30-05-2022,06;40,rwd,gas,32.840011,-97.225295,56069,grey,26949,mid-size,clean,automatic,sedan,2018 INFINITI Q50,6,2018,INFINITI,INFINITI Q50,Q50
dallas,good,30-05-2022,06;38,,gas,32.79,-96.76,70926,,19990,,clean,manual,sedan,2011 INFINITI G G37x Sedan 4D,6,2011,INFINITI,INFINITI G G37x Sedan 4D,G G37x Sedan 4D
dallas,like new,30-05-2022,06;38,fwd,gas,32.7112,-97.1172,62000,black,8999,full-size,clean,automatic,SUV,2017 jeep patriot,4,2017,jeep,jeep patriot,patriot
dallas,good,30-05-2022,06;38,rwd,gas,32.79,-96.76,14084,red,35990,,clean,automatic,other,2018 Nissan 370Z Touring Roadster 2D,6,2018,Nissan,Nissan 370Z Touring Roadster 2D,370Z Touring Roadster 2D
dallas,good,30-05-2022,06;38,rwd,gas,32.79,-96.76,58266,orange,20990,,clean,other,coupe,2013 Scion FR-S Coupe 2D,,2013,Scion,Scion FR-S Coupe 2D,FR-S Coupe 2D
dallas,good,30-05-2022,06;38,fwd,hybrid,32.79,-96.76,25120,red,51990,,clean,automatic,van,2021 Toyota Sienna XSE Minivan 4D,,2021,Toyota,Toyota Sienna XSE Minivan 4D,Sienna XSE Minivan 4D
dallas,good,30-05-2022,06;38,rwd,gas,32.79,-96.76,25141,black,31990,,clean,automatic,coupe,2018 BMW 2 Series 230i Coupe 2D,,2018,BMW,BMW 2 Series 230i Coupe 2D,2 Series 230i Coupe 2D
dallas,good,30-05-2022,06;37,fwd,gas,32.7112,-97.1172,136000,black,3499,full-size,clean,automatic,truck,2008 mazda mazda6 i sport,4,2008,mazda,mazda mazda6 i sport,mazda6 i sport
dallas,,30-05-2022,06;33,,diesel,,,159673,white,26950,,clean,automatic,other,2006 International 7400,,2006,International,International 7400,7400
dallas,good,30-05-2022,06;32,fwd,gas,32.7112,-97.1172,100000,red,2999,full-size,clean,automatic,sedan,2006 ford taurus sel,6,2006,Ford,ford taurus sel,taurus sel
dallas,good,30-05-2022,06;24,fwd,gas,32.79,-96.76,68150,white,22590,,clean,automatic,sedan,2016 Volvo S60 T5 Inscription,,2016,Volvo,Volvo S60 T5 Inscription,S60 T5 Inscription
dallas,good,30-05-2022,06;24,,gas,32.79,-96.76,57088,blue,26990,,clean,automatic,other,2012 Acura MDX Sport Utility 4D,6,2012,Acura,Acura MDX Sport Utility 4D,MDX Sport Utility 4D
dallas,good,30-05-2022,06;24,fwd,hybrid,32.79,-96.76,42815,,18990,,clean,automatic,wagon,2014 Ford C-MAX Energi SEL Wagon 4D,,2014,Ford,Ford C-MAX Energi SEL Wagon 4D,C-MAX Energi SEL Wagon 4D
dallas,good,30-05-2022,06;24,fwd,gas,32.79,-96.76,44890,red,13590,,clean,other,hatchback,2013 FIAT 500 Pop Hatchback 2D,,2013,FIAT,FIAT 500 Pop Hatchback 2D,500 Pop Hatchback 2D
dallas,good,30-05-2022,06;24,fwd,hybrid,32.79,-96.76,98516,silver,16990,,clean,other,sedan,2015 Chevrolet Volt Sedan 4D,,2015,Chevrolet,Chevrolet Volt Sedan 4D,Volt Sedan 4D
dallas,,30-05-2022,06;18,rwd,gas,32.840011,-97.225295,43275,grey,23659,,clean,automatic,convertible,2004 Chevrolet Corvette,8,2004,Chevrolet,Chevrolet Corvette,Corvette
dallas,good,30-05-2022,06;12,,gas,32.79,-96.76,85540,white,25990,,clean,automatic,sedan,2012 Audi A7 Premium Quattro Sedan 4D,,2012,Audi,Audi A7 Premium Quattro Sedan 4D,A7 Premium Quattro Sedan 4D
