location,condition,Listed_date,Listed_time,drive,fuel,lat,long,odometer,paint color,price,size,title status,transmission,type,year make model,cylinders,year,make,re_model,MODELS
dallas,excellent,30-05-2022,11;36,fwd,gas,33.0784,-96.7291,12400,blue,41000,full-size,lien,automatic,SUV,2020 ford explorer,4,2020,Ford,ford explorer,explorer
dallas,,30-05-2022,11;35,4wd,gas,32.840011,-97.225295,48185,red,36991,mid-size,clean,automatic,SUV,2018 Jeep Wrangler Unlimited,6,2018,Jeep,Jeep Wrangler Unlimited,Wrangler Unlimited
dallas,,30-05-2022,11;35,rwd,gas,32.84831,-96.825474,38216,white,28995,compact,clean,automatic,sedan,2018 BMW 3 Series,4,2018,BMW,BMW 3 Series,3 Series
dallas,,30-05-2022,11;33,4wd,gas,32.840011,-97.225295,155076,white,29985,full-size,clean,automatic,pickup,2018 Ram Ram Pickup 2500,8,2018,Ram,Ram Ram Pickup 2500,Ram Pickup 2500
dallas,good,30-05-2022,11;30,fwd,gas,32.8961,-96.909714,300,green,6000,compact,clean,manual,coupe,1997 1997 honda prelude,4,1997,honda,1997 honda prelude,honda prelude
dallas,,30-05-2022,11;29,4wd,diesel,32.840011,-97.225295,54675,custom,30891,full-size,clean,automatic,pickup,2017 Nissan Titan XD,8,2017,Nissan,Nissan Titan XD,Titan XD
dallas,,30-05-2022,11;29,4wd,gas,32.840011,-97.225295,92402,blue,24991,mid-size,clean,automatic,SUV,2015 Audi Q7,6,2015,Audi,Audi Q7,Q7
dallas,excellent,30-05-2022,11;26,fwd,gas,32.819156,-97.459222,142000,white,8900,full-size,salvage,automatic,SUV,2010 lincoln navigator,8,2010,lincoln,lincoln navigator,navigator
dallas,,30-05-2022,11;26,,other,32.95296,-96.832689,12743,white,32895,,clean,automatic,other,2021 HYUNDAI SONATA,,2021,HYUNDAI,HYUNDAI SONATA,SONATA
dallas,,30-05-2022,11;25,rwd,gas,32.840011,-97.225295,131553,white,27591,full-size,clean,automatic,SUV,2015 GMC Yukon,8,2015,GMC,GMC Yukon,Yukon
dallas,,30-05-2022,11;24,4wd,gas,32.840011,-97.225295,103922,grey,17598,compact,clean,automatic,SUV,2016 Jeep Renegade,4,2016,Jeep,Jeep Renegade,Renegade
dallas,excellent,30-05-2022,11;24,fwd,hybrid,32.8001,-96.7946,126000,silver,9500,mid-size,clean,automatic,hatchback,2009 2009 Toyota Prius,4,2009,Toyota,2009 Toyota Prius,Toyota Prius
dallas,,30-05-2022,11;23,,gas,45.4208,-122.63372,1,,7995,,clean,automatic,,2001 FORD F150 XLT CREW CAB 4X4 RUNS,,2001,Ford,FORD F150 XLT CREW CAB 4X4 RUNS,F150 XLT CREW CAB 4X4 RUNS
dallas,excellent,30-05-2022,11;20,,gas,32.7829,-96.8714,104523,,8800,,salvage,automatic,,2009 2009 honda crv,4,2009,honda,2009 honda crv,honda crv
dallas,excellent,30-05-2022,11;19,,gas,32.9103,-96.7285,125023,,8800,,salvage,automatic,,2012 honda civic lx,4,2012,honda,honda civic lx,civic lx
dallas,,30-05-2022,11;19,fwd,gas,32.840011,-97.225295,80352,black,25991,,clean,automatic,van,2017 Chrysler Pacifica,6,2017,Chrysler,Chrysler Pacifica,Pacifica
dallas,excellent,30-05-2022,11;18,4wd,gas,32.932064,-96.745906,59600,black,22450,full-size,rebuilt,automatic,SUV,2016 honda pilot touring awd,6,2016,honda,honda pilot touring awd,pilot touring awd
dallas,excellent,30-05-2022,11;18,fwd,gas,32.749367,-96.972627,187784,black,6300,,clean,automatic,sedan,2011 volkswagen jetta,5,2011,volkswagen,volkswagen jetta,jetta
dallas,excellent,30-05-2022,11;17,4wd,gas,32.749367,-96.972627,102000,white,10500,,clean,automatic,truck,2012 ford f150 xlt,8,2012,Ford,ford f150 xlt,f150 xlt
dallas,good,30-05-2022,11;17,rwd,gas,32.819156,-97.459222,34000,blue,12500,full-size,salvage,automatic,sedan,2006 maserati quattroporte,8,2006,maserati,maserati quattroporte,quattroporte
dallas,excellent,30-05-2022,11;17,,gas,32.7673,-96.7776,74523,,14600,,salvage,automatic,,2007 2007 toyota tacoma,6,2007,toyota,2007 toyota tacoma,toyota tacoma
dallas,like new,30-05-2022,11;17,fwd,gas,32.7649,-97.0112,155000,white,6500,compact,clean,automatic,SUV,2009 subaru forester,6,2009,subaru,subaru forester,forester
dallas,excellent,30-05-2022,11;15,rwd,gas,32.977915,-96.592124,1262,,103990,,clean,automatic,coupe,2022 Chevrolet Corvette,,2022,Chevrolet,Chevrolet Corvette,Corvette
dallas,like new,30-05-2022,11;15,4wd,gas,32.932064,-96.745906,26700,white,36490,full-size,clean,automatic,SUV,2020 honda pilot elite,6,2020,honda,honda pilot elite,pilot elite
dallas,,30-05-2022,11;13,rwd,gas,32.840011,-97.225295,118121,white,19985,mid-size,clean,automatic,SUV,2015 Dodge Durango,6,2015,Dodge,Dodge Durango,Durango
dallas,,30-05-2022,11;12,4wd,gas,45.5742,-122.6842,900,red,71995,,clean,automatic,pickup,2022 Toyota Tundra CrewMax,6,2022,Toyota,Toyota Tundra CrewMax,Tundra CrewMax
dallas,excellent,30-05-2022,11;12,rwd,diesel,32.9628,-96.3648,125000,white,29999,full-size,clean,automatic,truck,2012 2012 Ram 5500,6,2012,Ram,2012 Ram 5500,Ram 5500
dallas,,30-05-2022,11;11,rwd,diesel,26.244645,-80.150704,111839,white,55500,,clean,automatic,,2014 Isuzu NQR,4,2014,Isuzu,Isuzu NQR,NQR
dallas,excellent,30-05-2022,11;09,,gas,33.080582,-96.498928,128224,,13350,mid-size,rebuilt,automatic,coupe,2012 2012 Mercedes C class 350 Coupe,,2012,Mercedes,2012 Mercedes C class 350 Coupe,Mercedes C class 350 Coupe
dallas,,30-05-2022,11;09,rwd,gas,32.84831,-96.825474,56064,silver,28591,mid-size,clean,automatic,sedan,2018 INFINITI Q50,6,2018,INFINITI,INFINITI Q50,Q50
dallas,excellent,30-05-2022,11;08,,gas,32.9074,-97.4257,98835,white,12750,,clean,automatic,,1993 cadillac allante,8,1993,cadillac,cadillac allante,allante
dallas,like new,30-05-2022,11;08,fwd,gas,32.7649,-97.0112,189000,brown,8500,compact,clean,automatic,SUV,2015 chevy trax,4,2015,chevy,chevy trax,trax
dallas,,30-05-2022,11;07,fwd,gas,32.840011,-97.225295,102853,custom,23687,mid-size,clean,automatic,sedan,2017 Honda Accord,6,2017,Honda,Honda Accord,Accord
dallas,excellent,30-05-2022,11;06,fwd,gas,32.7649,-97.0112,142000,purple,3999,compact,clean,automatic,van,2003 dodge van,6,2003,dodge,dodge van,van
dallas,,30-05-2022,11;06,4wd,other,32.95296,-96.832689,39527,white,83995,,clean,automatic,pickup,2017 FORD F-350,,2017,Ford,FORD F-350,F-350
dallas,,30-05-2022,11;05,fwd,gas,32.840011,-97.225295,49412,custom,14775,mid-size,clean,automatic,sedan,2014 Dodge Dart,4,2014,Dodge,Dodge Dart,Dart
dallas,like new,30-05-2022,11;04,rwd,gas,32.7649,-97.0112,211000,white,6500,compact,clean,automatic,truck,2011 ford f-150,6,2011,Ford,ford f-150,f-150
dallas,like new,30-05-2022,11;03,fwd,gas,32.7649,-97.0112,148000,grey,8500,compact,clean,automatic,truck,2008 ford ranger xlt,6,2008,Ford,ford ranger xlt,ranger xlt
dallas,excellent,30-05-2022,11;03,fwd,gas,32.425,-97.7742,160000,red,5500,mid-size,clean,automatic,wagon,2008 chevrolet hhr ss,4,2008,chevrolet,chevrolet hhr ss,hhr ss
dallas,,30-05-2022,11;03,4wd,gas,32.56105,-97.32079,73245,white,39671,,clean,automatic,SUV,2018 Lexus RX,6,2018,Lexus,Lexus RX,RX
dallas,,30-05-2022,11;03,fwd,gas,32.56105,-97.32079,64632,red,18571,,clean,automatic,sedan,2015 Ford Fusion,4,2015,Ford,Ford Fusion,Fusion
dallas,like new,30-05-2022,11;02,fwd,gas,32.7649,-97.0112,117000,black,6500,compact,clean,manual,coupe,2011 mini cooper s,4,2011,mini,mini cooper s,cooper s
dallas,,30-05-2022,11;01,4wd,gas,32.840011,-97.225295,22975,grey,46409,full-size,clean,automatic,pickup,2019 Ram Ram Pickup 1500,6,2019,Ram,Ram Ram Pickup 1500,Ram Pickup 1500
dallas,good,30-05-2022,11;01,fwd,gas,32.425,-97.7742,159000,black,7000,compact,clean,automatic,coupe,2008 Audi TT,4,2008,Audi,Audi TT,TT
dallas,excellent,30-05-2022,10;59,rwd,diesel,32.9628,-96.3648,105550,white,14500,full-size,clean,automatic,truck,2004 2004 Ford F550,8,2004,Ford,2004 Ford F550,Ford F550
dallas,like new,30-05-2022,10;59,rwd,gas,32.7649,-97.0112,150000,brown,5500,compact,clean,automatic,SUV,2008 cadillac xts,6,2008,cadillac,cadillac xts,xts
dallas,like new,30-05-2022,10;59,rwd,gas,34.7385,-97.2195,80587,black,45804,full-size,clean,automatic,coupe,2011 cadillac cts-v,8,2011,cadillac,cadillac cts-v,cts-v
dallas,,30-05-2022,10;55,fwd,gas,32.840011,-97.225295,82557,custom,22354,mid-size,clean,automatic,wagon,2017 Nissan Rogue,4,2017,Nissan,Nissan Rogue,Rogue
dallas,like new,30-05-2022,10;55,fwd,gas,32.7649,-97.0112,115000,silver,3900,full-size,clean,automatic,sedan,2001 mercedes benz s430,8,2001,mercedes,mercedes benz s430,benz s430
dallas,,30-05-2022,10;51,,gas,33.0532,-96.9999,83957,,31977,,clean,automatic,,2017 chevy,,2017,chevy,chevy,#VALUE!
dallas,excellent,30-05-2022,10;49,rwd,gas,32.5773,-97.1416,57900,white,38500,,clean,automatic,truck,2016 GMC SIERRA 1500,8,2016,GMC,GMC SIERRA 1500,SIERRA 1500
dallas,,30-05-2022,10;49,4wd,gas,32.840011,-97.225295,104444,custom,28991,mid-size,clean,automatic,SUV,2016 Jeep Wrangler Unlimited,6,2016,Jeep,Jeep Wrangler Unlimited,Wrangler Unlimited
dallas,good,30-05-2022,10;47,fwd,gas,32.774077,-96.826625,180875,red,6000,mid-size,clean,automatic,SUV,2009 gmc acadia slt-1,6,2009,gmc,gmc acadia slt-1,acadia slt-1
dallas,good,30-05-2022,10;46,fwd,gas,32.774077,-96.826625,252987,red,4000,mid-size,clean,automatic,coupe,2004 honda civic coupe,6,2004,honda,honda civic coupe,civic coupe
dallas,,30-05-2022,10;46,4wd,other,32.95296,-96.832689,135710,white,57695,,clean,automatic,pickup,2017 FORD F-250,,2017,Ford,FORD F-250,F-250
dallas,,30-05-2022,10;46,fwd,gas,32.48324,-97.325928,45121,grey,21596,compact,clean,automatic,wagon,2016 MINI Countryman,4,2016,MINI,MINI Countryman,Countryman
dallas,fair,30-05-2022,10;46,,gas,33.292,-96.9879,130041,white,5500,,clean,automatic,sedan,2012 Hyundai Elantra,,2012,Hyundai,Hyundai Elantra,Elantra
dallas,fair,30-05-2022,10;45,fwd,gas,32.774077,-96.826625,169688,silver,1500,mid-size,clean,automatic,sedan,2009 toyota camry xle,4,2009,toyota,toyota camry xle,camry xle
dallas,excellent,30-05-2022,10;45,rwd,gas,32.977915,-96.592124,4212,,94990,,clean,automatic,coupe,2021 Dodge Challenger,,2021,Dodge,Dodge Challenger,Challenger
dallas,,30-05-2022,10;44,fwd,gas,32.840011,-97.225295,131577,black,14995,compact,clean,automatic,sedan,2017 Volkswagen Jetta,4,2017,Volkswagen,Volkswagen Jetta,Jetta
dallas,excellent,30-05-2022,10;43,fwd,gas,32.749367,-96.972627,180000,black,6500,full-size,clean,automatic,sedan,2011 chevrolet malibu lt,4,2011,chevrolet,chevrolet malibu lt,malibu lt
dallas,,30-05-2022,10;42,4wd,gas,32.667688,-97.416916,137289,silver,19991,full-size,clean,automatic,SUV,2015 GMC Acadia,6,2015,GMC,GMC Acadia,Acadia
dallas,excellent,30-05-2022,10;39,fwd,gas,32.749367,-96.972627,64984,black,14500,,rebuilt,automatic,sedan,2019 hyundai elantra se,4,2019,hyundai,hyundai elantra se,elantra se
dallas,excellent,30-05-2022,10;39,fwd,gas,32.749367,-96.972627,139500,black,8500,,clean,automatic,SUV,2013 mazda cx-5 sport,4,2013,mazda,mazda cx-5 sport,cx-5 sport
dallas,like new,30-05-2022,10;38,rwd,gas,34.7385,-97.2195,59352,white,36704,full-size,clean,automatic,coupe,2015 dodge challenger srt8 /392,8,2015,dodge,dodge challenger srt8 /392,challenger srt8 /392
dallas,excellent,30-05-2022,10;38,fwd,gas,32.749367,-96.972627,177300,blue,3500,,clean,automatic,truck,2006 saturn ion,4,2006,saturn,saturn ion,ion
dallas,good,30-05-2022,10;37,fwd,gas,33.1555,-96.4981,56447,brown,9355,mid-size,rebuilt,automatic,sedan,2014 nissan maxima 3.5 sv,6,2014,nissan,nissan maxima 3.5 sv,maxima 3.5 sv
dallas,excellent,30-05-2022,10;36,fwd,gas,32.749367,-96.972627,178834,silver,9500,,clean,other,SUV,2014 jeep cherokee sport,4,2014,jeep,jeep cherokee sport,cherokee sport
dallas,excellent,30-05-2022,10;35,rwd,gas,32.749367,-96.972627,194800,black,7900,,clean,automatic,truck,2009 ford f-150 xlt,8,2009,Ford,ford f-150 xlt,f-150 xlt
dallas,,30-05-2022,10;35,,gas,45.4208,-122.63372,79448,,21995,,clean,automatic,,2017 CHEVROLET EQUINOX LT AWD GREAT,,2017,CHEVROLET,CHEVROLET EQUINOX LT AWD GREAT,EQUINOX LT AWD GREAT
dallas,excellent,30-05-2022,10;34,,gas,32.749367,-96.972627,199401,red,7500,,clean,automatic,truck,2007 dodge ram,8,2007,dodge,dodge ram,ram
dallas,excellent,30-05-2022,10;34,fwd,gas,32.749367,-96.972627,116807,white,7300,,clean,automatic,sedan,2013 chevrolet cruze ls,4,2013,chevrolet,chevrolet cruze ls,cruze ls
dallas,excellent,30-05-2022,10;33,fwd,gas,32.749367,-96.972627,165435,black,7600,,clean,automatic,SUV,2012 kia sorento lx,4,2012,kia,kia sorento lx,sorento lx
dallas,excellent,30-05-2022,10;33,,gas,32.749367,-96.972627,162921,red,7900,,clean,automatic,mini-van,2014 dodge grand caravan se,6,2014,dodge,dodge grand caravan se,grand caravan se
dallas,,30-05-2022,10;33,4wd,gas,32.840011,-97.225295,92402,blue,25591,mid-size,clean,automatic,SUV,2015 Audi Q7,6,2015,Audi,Audi Q7,Q7
dallas,good,30-05-2022,10;30,,diesel,32.546,-96.2852,196000,,19000,,clean,automatic,,1998 dodge ram 3500,,1998,dodge,dodge ram 3500,ram 3500
dallas,excellent,30-05-2022,10;30,,gas,32.749367,-96.972627,154496,custom,4900,,clean,automatic,sedan,2006 cadillac dts,8,2006,cadillac,cadillac dts,dts
dallas,excellent,30-05-2022,10;30,4wd,gas,32.977915,-96.592124,80155,,39890,,clean,automatic,SUV,2017 Porsche Cayenne,,2017,Porsche,Porsche Cayenne,Cayenne
dallas,excellent,30-05-2022,10;30,4wd,gas,32.749367,-96.972627,150374,white,3800,,clean,automatic,SUV,2000 chevrolet blazer ls,6,2000,chevrolet,chevrolet blazer ls,blazer ls
dallas,excellent,30-05-2022,10;29,rwd,gas,32.749367,-96.972627,204000,white,5500,full-size,clean,automatic,SUV,2008 ford expedition limited,8,2008,ford,ford expedition limited,expedition limited
dallas,excellent,30-05-2022,10;29,fwd,gas,32.749367,-96.972627,163000,silver,7500,full-size,clean,automatic,SUV,2012 nissan rogue,4,2012,nissan,nissan rogue,rogue
dallas,excellent,30-05-2022,10;28,fwd,gas,32.749367,-96.972627,150000,black,6800,full-size,clean,automatic,sedan,2008 cadillac dts,8,2008,cadillac,cadillac dts,dts
dallas,good,30-05-2022,10;28,,gas,32.966,-96.7452,107300,grey,5600,full-size,clean,automatic,sedan,2013 chevy impala,6,2013,chevy,chevy impala,impala
dallas,like new,30-05-2022,10;28,fwd,gas,32.749372,-96.970786,155000,black,6800,full-size,clean,automatic,sedan,2013 mazda mazda3 i sport 4-door,4,2013,mazda,mazda mazda3 i sport 4-door,mazda3 i sport 4-door
dallas,excellent,30-05-2022,10;27,fwd,gas,32.749367,-96.972627,154000,silver,7700,,clean,automatic,sedan,2009 cadillac cts,6,2009,cadillac,cadillac cts,cts
dallas,,30-05-2022,10;26,4wd,gas,32.975361,-97.310486,164232,red,23495,full-size,clean,automatic,pickup,2014 Ford F-150,8,2014,Ford,Ford F-150,F-150
dallas,,30-05-2022,10;26,4wd,gas,32.840011,-97.225295,127490,custom,17671,compact,clean,manual,SUV,2010 Jeep Wrangler,6,2010,Jeep,Jeep Wrangler,Wrangler
dallas,,30-05-2022,10;26,4wd,other,32.95296,-96.832689,30216,silver,44995,,clean,automatic,pickup,2016 GMC SIERRA,,2016,GMC,GMC SIERRA,SIERRA
dallas,good,30-05-2022,10;24,,gas,32.9103,-96.7285,204200,blue,4000,full-size,clean,automatic,sedan,2009 Hyundai Sonata,4,2009,Hyundai,Hyundai Sonata,Sonata
dallas,good,30-05-2022,10;23,,gas,32.9103,-96.7285,54500,blue,6500,,clean,manual,hatchback,2015 ML32A3HJ1FH037012,4,2015,ML32A3HJ1FH037012,ML32A3HJ1FH037012,#VALUE!
dallas,excellent,30-05-2022,10;23,fwd,gas,32.749367,-96.972627,172550,black,8300,,clean,automatic,sedan,2013 hyundai sonata se,4,2013,hyundai,hyundai sonata se,sonata se
dallas,excellent,30-05-2022,10;22,fwd,gas,32.7649,-97.0112,102060,grey,9500,,rebuilt,automatic,sedan,2015 hyundai elantra,4,2015,hyundai,hyundai elantra,elantra
dallas,good,30-05-2022,10;22,fwd,gas,32.75,-97.33,41333,black,25990,,clean,automatic,coupe,2015 Mercedes-Benz CLA-Class CLA 250,,2015,Mercedes-Benz,Mercedes-Benz CLA-Class CLA 250,CLA-Class CLA 250
dallas,good,30-05-2022,10;22,,gas,32.9103,-96.7285,151600,white,6000,,clean,automatic,hatchback,2015 Kia Forte,4,2015,Kia,Kia Forte,Forte
dallas,,30-05-2022,10;21,fwd,gas,32.840011,-97.225295,131884,black,14499,compact,clean,automatic,coupe,2014 Honda Accord,6,2014,Honda,Honda Accord,Accord
dallas,good,30-05-2022,10;20,,gas,32.9103,-96.7285,146400,grey,6200,,clean,automatic,coupe,2013 Kia Soul,4,2013,Kia,Kia Soul,Soul
dallas,,30-05-2022,10;20,fwd,gas,32.86472,-96.66938,135699,black,10988,,clean,automatic,SUV,2007 LEXUS RX,,2007,LEXUS,LEXUS RX,RX
dallas,like new,30-05-2022,10;20,fwd,gas,32.749367,-96.972627,158000,black,8500,,clean,automatic,SUV,2014 mitsubishi outlander se,4,2014,mitsubishi,mitsubishi outlander se,outlander se
dallas,good,30-05-2022,10;19,4wd,diesel,32.716095,-96.773547,187297,white,27000,,clean,automatic,,2017 dodge ram 5500,6,2017,dodge,dodge ram 5500,ram 5500
dallas,excellent,30-05-2022,10;19,,gas,32.749367,-96.972627,171225,white,4900,,clean,automatic,sedan,2008 mercury milan,4,2008,mercury,mercury milan,milan
dallas,excellent,30-05-2022,10;18,fwd,gas,32.749367,-96.972627,159300,grey,7500,,clean,other,coupe,2012 honda civic coupe,4,2012,honda,honda civic coupe,civic coupe
dallas,excellent,30-05-2022,10;18,rwd,gas,32.749367,-96.972627,87633,silver,6500,,clean,manual,coupe,2000 pontiac firebird,6,2000,pontiac,pontiac firebird,firebird
dallas,excellent,30-05-2022,10;17,fwd,gas,32.749367,-96.972627,163874,white,6500,,clean,automatic,SUV,2014 chevrolet captiva sport lt,4,2014,chevrolet,chevrolet captiva sport lt,captiva sport lt
dallas,excellent,30-05-2022,10;16,fwd,gas,32.749367,-96.972627,171871,silver,12500,,clean,automatic,SUV,2013 ford explorer,6,2013,Ford,ford explorer,explorer
dallas,,30-05-2022,10;16,4wd,gas,33.034224,-96.811608,22664,black,46985,compact,clean,automatic,SUV,2018 Porsche Macan,4,2018,Porsche,Porsche Macan,Macan
dallas,excellent,30-05-2022,10;16,rwd,gas,32.749367,-96.972627,189999,silver,6300,,clean,automatic,SUV,2007 nissan xterra se,6,2007,nissan,nissan xterra se,xterra se
dallas,,30-05-2022,10;15,4wd,gas,32.840011,-97.225295,213666,custom,13791,full-size,clean,automatic,SUV,2010 Chevrolet Suburban,8,2010,Chevrolet,Chevrolet Suburban,Suburban
dallas,fair,30-05-2022,10;15,,gas,32.9103,-96.7285,136220,black,4800,full-size,clean,automatic,sedan,2015 Chevy Malibu,6,2015,Chevy,Chevy Malibu,Malibu
dallas,like new,30-05-2022,10;15,fwd,gas,32.749367,-96.972627,1000,blue,17850,,rebuilt,automatic,wagon,2022 Hyundai venue SE,4,2022,Hyundai,Hyundai venue SE,venue SE
dallas,excellent,30-05-2022,10;13,4wd,gas,32.9103,-96.7285,138000,blue,7450,compact,clean,automatic,wagon,2008 2008 AUDI A4 QUATTRO,4,2008,AUDI,2008 AUDI A4 QUATTRO,AUDI A4 QUATTRO
dallas,,30-05-2022,10;12,4wd,gas,32.840011,-97.225295,213666,custom,13791,full-size,clean,automatic,SUV,2010 Chevrolet Suburban,8,2010,Chevrolet,Chevrolet Suburban,Suburban
dallas,excellent,30-05-2022,10;11,rwd,gas,32.9103,-96.7285,221000,grey,9450,full-size,clean,automatic,SUV,2006 2006 Toyota 4runner,6,2006,Toyota,2006 Toyota 4runner,Toyota 4runner
dallas,like new,30-05-2022,10;11,4wd,gas,34.7385,-97.2195,97869,black,20804,full-size,clean,automatic,SUV,2015 jeep grand cherokee 4x4,6,2015,jeep,jeep grand cherokee 4x4,grand cherokee 4x4
dallas,,30-05-2022,10;09,rwd,gas,32.840011,-97.225295,127415,custom,20798,full-size,clean,automatic,sedan,2016 Dodge Charger,8,2016,Dodge,Dodge Charger,Charger
dallas,excellent,30-05-2022,10;09,fwd,gas,32.8264,-97.0972,99325,black,16500,full-size,clean,automatic,sedan,2017 honda accord,4,2017,honda,honda accord,accord
dallas,,30-05-2022,10;07,rwd,gas,38.4018,-93.785,10486,white,49995,,clean,automatic,van,2018 Ford Transit Van,,2018,Ford,Ford Transit Van,Transit Van
dallas,excellent,30-05-2022,10;07,,gas,32.9657,-96.8825,8000,,29000,,rebuilt,automatic,,2021 infiniti q50,6,2021,infiniti,infiniti q50,q50
dallas,,30-05-2022,10;06,4wd,other,32.95296,-96.832689,112205,red,52495,,clean,automatic,pickup,2018 RAM 2500,,2018,RAM,RAM 2500,2500
dallas,good,30-05-2022,10;04,rwd,diesel,33.009671,-96.183929,14957,white,19900,full-size,clean,manual,truck,1998 Ford F800,6,1998,Ford,Ford F800,F800
dallas,,30-05-2022,10;04,4wd,gas,38.4018,-93.785,15586,white,75648,,clean,automatic,pickup,2022 Chevrolet Silverado 2500HD,,2022,Chevrolet,Chevrolet Silverado 2500HD,Silverado 2500HD
dallas,,30-05-2022,10;03,fwd,gas,32.840011,-97.225295,153486,silver,6991,mid-size,clean,automatic,sedan,2010 Chevrolet Malibu,4,2010,Chevrolet,Chevrolet Malibu,Malibu
dallas,,30-05-2022,10;01,fwd,gas,32.840011,-97.225295,54126,custom,23992,sub-compact,clean,automatic,convertible,2016 Volkswagen Beetle Convertible,4,2016,Volkswagen,Volkswagen Beetle Convertible,Beetle Convertible
dallas,good,30-05-2022,09;59,fwd,hybrid,32.75,-97.33,44208,white,21990,,clean,other,sedan,2015 Chevrolet Volt Sedan 4D,,2015,Chevrolet,Chevrolet Volt Sedan 4D,Volt Sedan 4D
dallas,good,30-05-2022,09;59,fwd,hybrid,32.75,-97.33,71956,,16990,,clean,automatic,wagon,2013 Ford C-MAX Hybrid SEL Wagon 4D,,2013,Ford,Ford C-MAX Hybrid SEL Wagon 4D,C-MAX Hybrid SEL Wagon 4D
dallas,excellent,30-05-2022,10;00,rwd,gas,32.977915,-96.592124,64861,,37990,,clean,automatic,sedan,2018 Dodge Charger,,2018,Dodge,Dodge Charger,Charger
dallas,good,30-05-2022,09;56,fwd,gas,33.0784,-96.7291,127400,blue,9500,full-size,clean,automatic,sedan,2007 bmw 328i,4,2007,bmw,bmw 328i,328i
dallas,,30-05-2022,09;55,fwd,gas,33.149748,-96.918313,79525,white,15889,compact,clean,manual,coupe,2016 Hyundai VELOSTER,4,2016,Hyundai,Hyundai VELOSTER,VELOSTER
dallas,,30-05-2022,09;52,4wd,diesel,32.840011,-97.225295,155922,custom,32991,full-size,clean,automatic,pickup,2015 Ram Ram Pickup 3500,6,2015,Ram,Ram Ram Pickup 3500,Ram Pickup 3500
dallas,,30-05-2022,09;49,4wd,gas,32.48324,-97.325928,26399,red,38491,compact,clean,automatic,pickup,2019 Honda Ridgeline,6,2019,Honda,Honda Ridgeline,Ridgeline
dallas,,30-05-2022,09;48,,gas,45.4208,-122.63372,84060,,24995,,clean,automatic,,2017 FORD EDGE TITANIUM AWD ECO BOOS,,2017,Ford,FORD EDGE TITANIUM AWD ECO BOOS,EDGE TITANIUM AWD ECO BOOS
dallas,,30-05-2022,09;46,,other,32.95296,-96.832689,75566,silver,24995,,clean,automatic,SUV,2015 MERCEDES-BENZ ML-CLASS,,2015,MERCEDES-BENZ,MERCEDES-BENZ ML-CLASS,ML-CLASS
dallas,good,30-05-2022,09;45,,gas,32.69,-97.12,51857,black,43990,,clean,automatic,other,2017 Audi Q7 3.0T Prestige Sport,6,2017,Audi,Audi Q7 3.0T Prestige Sport,Q7 3.0T Prestige Sport
dallas,good,30-05-2022,09;45,rwd,diesel,28.3204,-98.1162,200000,white,5000,,clean,manual,truck,2002 2002 Dodge ram 3500,6,2002,Dodge,2002 Dodge ram 3500,Dodge ram 3500
dallas,good,30-05-2022,09;43,fwd,gas,32.75,-97.33,22673,silver,24590,,clean,other,other,2015 Toyota RAV4 LE Sport Utility 4D,,2015,Toyota,Toyota RAV4 LE Sport Utility 4D,RAV4 LE Sport Utility 4D
dallas,good,30-05-2022,09;43,,gas,32.75,-97.33,33829,black,28990,,clean,automatic,sedan,2016 Audi A3 2.0T Premium Plus Sedan,,2016,Audi,Audi A3 2.0T Premium Plus Sedan,A3 2.0T Premium Plus Sedan
dallas,good,30-05-2022,09;44,,gas,32.69,-97.12,8929,red,36990,,clean,automatic,wagon,2020 Subaru Outback Limited Wagon 4D,,2020,Subaru,Subaru Outback Limited Wagon 4D,Outback Limited Wagon 4D
dallas,excellent,30-05-2022,09;45,,gas,32.9928,-96.5674,135000,silver,7950,,clean,automatic,,2010 nissan murano sl,6,2010,nissan,nissan murano sl,murano sl
dallas,good,30-05-2022,09;43,rwd,gas,32.75,-97.33,49897,silver,24990,,clean,automatic,sedan,2015 INFINITI Q50 3.7 Premium Sedan,6,2015,INFINITI,INFINITI Q50 3.7 Premium Sedan,Q50 3.7 Premium Sedan
dallas,good,30-05-2022,09;43,,gas,32.75,-97.33,28283,,42990,,clean,automatic,pickup,2017 Toyota Tundra CrewMax Limited,8,2017,Toyota,Toyota Tundra CrewMax Limited,Tundra CrewMax Limited
dallas,good,30-05-2022,09;43,,gas,32.75,-97.33,23425,silver,39990,,clean,other,sedan,2018 Subaru WRX STI Limited Sedan 4D,,2018,Subaru,Subaru WRX STI Limited Sedan 4D,WRX STI Limited Sedan 4D
dallas,good,30-05-2022,09;43,,gas,32.75,-97.33,71293,,19990,,clean,manual,sedan,2011 INFINITI G G37x Sedan 4D,6,2011,INFINITI,INFINITI G G37x Sedan 4D,G G37x Sedan 4D
dallas,good,30-05-2022,09;33,rwd,gas,32.8125,-97.3366,171600,black,4000,mid-size,clean,automatic,SUV,2008 dodge nitro,6,2008,dodge,dodge nitro,nitro
dallas,,30-05-2022,09;33,fwd,gas,32.840011,-97.225295,35894,white,33491,mid-size,clean,automatic,SUV,2019 Mazda CX-9,4,2019,Mazda,Mazda CX-9,CX-9
dallas,good,30-05-2022,09;29,rwd,gas,33.04,-96.98,35479,black,31990,,clean,automatic,other,2015 Mercedes-Benz SLK-Class SLK 250,,2015,Mercedes-Benz,Mercedes-Benz SLK-Class SLK 250,SLK-Class SLK 250
